,accuracy,communication,cleanliness,location,checkin,value,avgRating
9956480,2.57,4.43,4.14,3,2.43,3.14,2.86
9956481,3.4,3.6,3.2,2.6,4,2.2,3.00
9956482,3,2.43,2.71,2.86,3.29,3.29,2.57
9956483,2.43,3.14,2.57,2.86,2.57,2.86,2.14
9956484,2.25,2.5,2.75,3.25,2.5,3.5,2.75
9956485,2.6,3.6,3.8,1.6,3.2,2.6,3.40
9956486,2.75,2.25,2.5,4.25,3.5,3.75,2.25
9956487,1.67,3.33,2.33,3,3.33,2.33,3.00
9956488,3.29,3.43,3.29,2.71,2.57,2.14,2.57
9956489,3,4,2.17,2.5,2.67,1.83,2.17
9956490,3.6,3.8,3.2,3,2.8,3.2,3.40
9956491,3.17,3.33,3.83,3,4,2.33,3.17
9956492,3,2.25,2.75,3,3.5,3,2.25
9956493,2.33,3,1.67,1.67,3.67,4,3.33
9956494,3.5,2.83,2.5,2.5,2.83,2.33,2.67
9956495,3.86,2.29,3.86,2.71,3.43,2.29,4.00
9956496,2.4,3.6,4,2.2,2.4,2.4,2.80
9956497,3.17,2.83,3.83,3.67,3.17,3.17,2.83
9956498,3,3.67,3.17,2.5,2.17,2.67,3.17
9956499,3,2.5,3.17,2.5,3.33,4.17,4.17
9956500,3.6,2.4,3.6,2.8,3.6,2,3.80
9956501,2,3.75,3.25,4.5,3,3,2.00
9956502,2.29,2.43,3,2.29,4,3.43,3.43
9956503,2.8,3,3,3.8,3.2,1.6,3.00
9956504,3.33,2.33,2.67,1.67,1.67,3.67,3.33
9956505,2.33,4.33,3,3.67,4,2.67,4.00
9956506,4,2.5,4,3,2.25,3.5,3.50
9956507,2.86,1.71,4,2.57,2.86,2.43,3.43
9956508,3.33,2.67,3,3.33,3,4.33,3.67
9956509,3.67,3,4.33,2.67,2.67,2.67,3.00
9956510,3.25,3,3,4.5,3.5,2.75,3.50
9956511,3,2.4,2,2.2,2.8,3.8,4.00
9956512,3,2.6,1.8,2,3,3,3.00
9956513,3.6,3.2,2.4,2.2,2.8,3.2,3.60
9956514,2.6,2.8,3.2,3.2,3.8,3.4,3.60
9956515,2.83,3,3,3.33,2.33,1.83,3.50
9956516,3.67,2.5,2.5,2.33,2.33,3,3.17
9956517,3.25,3.75,3.75,3,2.25,3.5,1.50
9956518,2.86,3.43,3.14,3,2.43,3.71,3.14
9956519,3.83,4.17,3.67,3.5,2.5,3.5,2.83
9956520,2.33,3,2.67,3,3.33,2.33,2.33
9956521,2.67,2,3.67,2.67,2.33,3.33,2.67
9956522,3.14,2.57,2.71,2.57,3,3.29,2.86
9956523,3.4,3,2.4,3.6,3.8,2.4,2.40
9956524,2.71,3,2.57,3.71,3.29,2.43,3.29
9956525,2.4,3,2,3.4,3.8,2.8,2.60
9956526,1.75,3.75,3.25,2.5,3.75,3,3.75
9956527,4.33,3.67,3.67,3.33,3.33,5,3.67
9956528,3.83,2.17,3,2.17,2.33,3,3.50
9956529,2.4,1.8,3,3,3.4,2.8,2.80
9956530,2.75,3.5,2.5,3.75,3.75,1.75,3.75
9956531,3.33,3.5,3.83,1.5,2.83,2.67,2.83
9956532,3.29,3.29,2,3.29,3.57,3,2.71
9956533,3.67,4.33,2.67,4.33,3,4.33,4.00
9956534,3.75,3.25,2.5,3.75,3.75,5,2.50
9956535,3.14,3.14,2.86,3.57,2.86,3.71,2.57
9956536,2.2,3.2,2.8,2.6,1.4,2.4,3.40
9956537,3.2,3,3.2,2.8,3,3.2,2.40
9956538,3,3,3.75,3,2.5,3.5,4.00
9956539,4,2.33,4,2,3.67,3.33,3.00
9956540,2.86,3.57,4,2.86,2.86,3.43,3.14
9956541,2.5,3.17,3.17,2.67,3.33,3.17,3.33
9956542,3,3.67,1.67,4,1.67,2.33,2.33
9956543,1.4,3.4,2.8,3.6,2.4,3.2,2.60
9956544,3,4.33,2.67,5,3,5,3.67
9956545,4,3.75,2.75,4.25,4,3.5,3.75
9956546,2.71,3,3.43,3,3,3.71,3.43
9956547,3.5,2.33,3,3.17,3.33,3.5,3.83
9956548,3.17,3.17,2,2.67,3.5,3,2.67
9956549,3,3.71,3.57,3,2.86,2.29,2.43
9956550,3,3.33,3,4,3.33,2.33,3.00
9956551,3.86,3,4,3.14,3.71,3.43,3.14
9956552,3,3.2,3.2,3,2,2.8,4.00
9956553,2.8,2.4,3.2,3,3.6,2.8,3.40
9956554,3.25,4.25,4.5,3.75,3.25,2.5,4.00
9956555,4,3.4,3.6,3.2,3.2,2.8,2.60
9956556,2.71,3.43,3.29,3.43,3.57,2.14,2.71
9956557,3.5,3.5,3.25,2.75,2.75,3.25,3.00
9956558,2.67,2.67,3.67,3.33,3.67,1,3.00
9956559,3.5,2.33,2.5,3.83,2.5,3,2.00
9956560,2.75,3.5,2.75,3.5,2,4.25,3.00
9956561,3.5,4.25,2.5,3.75,3,3.5,3.00
9956562,4.33,2.33,2.83,3,2.67,2.83,2.67
9956563,3,3.57,3.29,3.71,3.86,3,3.14
9956564,3.57,4,1.86,3.57,2.43,2.14,3.14
9956565,4.25,2.5,2.75,3.25,1.5,2,3.50
9956566,2,3.17,2.33,2.67,3.33,2.83,2.50
9956567,2.8,3.4,2.6,3.6,3.8,3.2,3.00
9956568,2.6,4.6,3.6,3.6,3.8,2.2,3.60
9956569,2.5,2.5,3.5,3.25,2.75,2.5,2.50
9956570,2.75,3.5,3.5,2,2,4.25,1.50
9956571,2,3.25,3.5,3,3.75,2.5,2.75
9956572,3.57,3.43,1.86,3,3.57,1.57,2.57
9956573,3.57,2.57,3.14,2.43,3,2.14,3.43
9956574,2.43,3.43,3,2.86,2.71,3,2.43
9956575,2.8,3.4,2.6,3.2,2.8,2.6,2.80
9956576,2.75,3.25,3.5,3.25,4,3.75,3.00
9956577,3,2,3.67,3,3,3.33,5.00
9956578,3,3,3.33,4.33,3.67,2.33,3.00
9956579,2.5,4.17,2.33,2.67,1.83,3,2.17
9956580,3.29,2.71,2.29,2.57,3.57,2.14,2.29
9956581,2,3,2.67,3,2.5,3,3.50
9956582,3,3.5,2.83,2.5,3.17,3.17,3.17
9956583,2.2,3,2.6,2.8,2.8,2.2,3.40
9956584,3,2.5,2,3.75,3,2.25,3.25
9956585,3.2,2.8,2.6,4.2,4,2.6,3.80
9956586,3.86,3.71,2.57,2.43,3,2.43,1.86
9956587,1.83,2.17,2.83,3.17,2.5,3,2.83
9956588,2.67,3.33,3,4.17,3,2.17,3.67
9956589,2.67,3,3,2.67,3,3.67,3.33
9956590,2.86,3.29,3.29,3,2.57,3.14,2.57
9956591,3.5,3,2.17,2.83,2.33,3.67,3.17
9956592,3.57,2,3.71,3.14,3.29,2.57,3.14
9956593,3,3.2,3,2.8,3.4,3,3.00
9956594,2.14,2.86,2,2,3.14,2.86,2.71
9956595,3.33,3.33,2.33,4.33,3.67,3.17,3.50
9956596,1.25,1.5,3.5,2.5,3,3,4.25
9956597,3.8,2.6,3.2,1.2,1.8,2.4,2.60
9956598,4.43,2.57,2.57,3.14,3.43,2.43,2.43
9956599,2,2,4.2,3.2,2.2,3,3.20
9956600,2.5,3.5,2.25,1.75,3.5,1.25,3.25
9956601,2.5,3,2.25,3.25,3,4,3.00
9956602,2.25,3.5,1.5,3.25,2.75,3.5,4.25
9956603,3,3.17,3.5,2.33,1.83,2.17,3.17
9956604,2.6,4.4,3.8,3,2.6,3,2.80
9956605,2,3,1.67,1.67,3,1.67,2.00
9956606,2.29,3,4.14,2.71,3,2.86,3.00
9956607,2.6,4,2,2.8,3.6,3.2,2.00
9956608,2.83,3.5,2.67,3.33,1.83,2.5,3.17
9956609,2,3.2,3.2,3.6,2.4,2.6,3.40
9956610,2.5,2.83,3,1,2.67,3.5,2.67
9956611,2.33,3.33,2.67,3,2.67,2,3.67
9956612,3.2,3.2,2.6,2.6,3.6,2.6,2.00
9956613,3,3.75,2.75,4.75,1.75,3.25,4.50
9956614,3,3.75,3.25,2.75,3.5,2.75,3.00
9956615,3,3.86,3.29,3,2.57,2.57,1.86
9956616,3.25,3.5,1.75,2,3.5,2.5,1.75
9956617,2,2,3,2.33,4.67,4.33,3.00
9956618,2.33,3.67,4.67,3.67,3,3,2.67
9956619,3.17,3.33,3.5,3.5,2.33,2.67,3.33
9956620,3.71,2.86,3.29,2.57,2.29,2.29,3.71
9956621,3.2,2.6,3.2,3,2.8,3.2,2.40
9956622,3.5,2,2.25,3.25,3,4,3.50
9956623,3.67,2.5,2.5,2.33,2.67,3,3.33
9956624,3.86,2.71,3.14,2.29,3.29,2.71,3.00
9956625,2.75,4.25,3.5,4.5,3,2.75,4.00
9956626,3,2.67,2.67,3.67,3,4.33,3.33
9956627,3.25,3,4.25,3.25,3.75,4,2.00
9956628,3,2.83,2.5,2.33,3.83,1.83,4.00
9956629,3.17,3.17,2.67,3,3.33,2.67,2.67
9956630,2.5,1.67,3.5,3.17,3.17,2.83,3.00
9956631,4.67,2.33,1.33,2,3,3.33,3.67
9956632,3.6,2,3.2,2.6,3,2.6,2.00
9956633,2,2,2.17,3.17,3.5,3,2.50
9956634,3.29,3.86,2.14,2.43,3,3.14,3.00
9956635,3.71,3.43,3.71,2.57,3.14,2.43,3.29
9956636,2.67,2.83,3.17,3.5,4,2.83,3.50
9956637,3.2,3.8,2.8,2.8,3.4,3,3.60
9956638,2.33,4.33,2.67,1.33,2,3.33,2.67
9956639,2.86,3.71,3.29,4,2.86,3.14,2.57
9956640,3.86,3.57,3,4.29,3.14,2.71,2.43
9956641,2.71,3.43,3.71,2.57,2.57,2.86,4.14
9956642,3.67,2.33,2.67,2,3.67,1.67,3.00
9956643,2.17,3.67,2.67,2.83,3.33,2.67,2.33
9956644,2.67,2.33,2.33,2.5,2.83,2.5,3.00
9956645,3.14,3.29,4,2.71,2.71,3.57,4.00
9956646,3.8,2.4,3.4,3,2.6,2.6,3.00
9956647,3.67,3.33,4,3.67,1.33,1.67,2.00
9956648,2.75,2.75,4.25,1.25,2.75,2.5,3.25
9956649,3.33,2.5,3.33,3.17,3.17,2.83,2.50
9956650,2,3,3.25,3,3.5,2,4.25
9956651,4.33,2.67,3.33,2.33,4.67,3,4.33
9956652,3.33,4,2.33,3.67,3.67,3,2.67
9956653,2,2.75,2.25,2.75,4,2.75,4.25
9956654,2.71,2.57,2.57,3.29,3.43,3.57,2.86
9956655,2.8,3.8,2.8,4,2.6,2.6,3.40
9956656,2.67,3.17,2.83,2.33,2.83,3.83,2.50
9956657,2.25,3.5,2.25,3.25,3,3.25,2.25
9956658,2.6,3.6,2.6,2,3,3.6,3.00
9956659,3.57,3.57,3.43,2.86,2.29,2.71,3.43
9956660,2.25,3,3.75,1.75,3.25,2.5,2.00
9956661,2.57,2.57,3.57,1.86,2.57,3.14,2.43
9956662,3.67,3,2.5,2.83,2.67,3.5,3.83
9956663,3.17,3.33,3.33,1.83,2.33,3,3.67
9956664,3.71,4.29,3.43,3.14,3.14,3.14,3.57
9956665,2.5,3.5,3.67,3.5,3.33,4,3.00
9956666,2.5,3.5,2.75,2.75,4,4.25,2.25
9956667,2.33,2.33,3,3,1.33,2.67,3.00
9956668,3.6,3.4,3.4,2,4.4,3.4,2.80
9956669,3.71,3,2,3.29,3,4.29,3.29
9956670,2.5,3.17,3.17,3.5,3.17,3.33,2.83
9956671,4,2,3.67,2.67,4.67,3.33,3.67
9956672,3.75,4.75,4.5,3,3,2.25,3.50
9956673,1.83,3,3.33,2.5,2.33,2.67,3.17
9956674,2.5,3.25,4,2,3.25,2.75,1.50
9956675,1.5,3,3.5,4.75,2.75,2.5,2.00
9956676,3,3,2.75,2.5,2.75,3.25,4.00
9956677,2.6,1.6,2.4,2.2,2.6,3.6,3.60
9956678,2.43,3.14,3.43,2.71,3,2.71,2.71
9956679,1.67,2,2.33,2,2.67,2.33,3.00
9956680,2.8,3.2,2.8,3,2.6,3,3.00
9956681,3.33,3.67,3.67,2.67,3.33,2.33,3.00
9956682,2,3,3.6,3.2,3.8,3.4,3.60
9956683,3,3.67,2.33,2,1.33,4,2.33
9956684,2.83,3.67,2.83,3,3.5,3.33,4.17
9956685,2.33,2.33,3.33,1.67,2.67,4.33,3.00
9956686,3.4,4.8,3.6,2.8,3.8,2.8,2.20
9956687,3.67,2.67,3,4.33,2.67,3.33,3.00
9956688,2,3.71,3,3.43,3.57,2.43,3.29
9956689,4.33,3.67,2.67,4.33,3.33,3,1.67
9956690,3,2.57,3.57,3.29,4,3.43,3.00
9956691,3,3.2,3,3.4,3,3.6,4.00
9956692,3,2.33,4,4,3,2.67,3.67
9956693,3,1.83,2.5,3.67,2.5,3.17,3.50
9956694,2.8,3.2,1.4,2.4,4.2,2.8,3.60
9956695,3.67,2.5,2.83,2.83,1.17,3.83,3.50
9956696,3.4,3.6,4,2.2,3.8,4,2.60
9956697,2.43,3.29,3.14,2.29,2.29,3,3.00
9956698,3.33,3,2.5,1.83,3.33,2.33,2.00
9956699,3.2,3,2.6,3.8,2.4,1.6,3.20
9956700,2.5,2.75,1.5,2.5,2.25,3,3.00
9956701,2.83,3.83,2.33,2.17,2.5,1.67,2.83
9956702,3.33,2.5,2.67,2.33,3,2.17,2.67
9956703,4,3.33,3,3,3,1.33,4.67
9956704,3.67,2,3.67,3,3,4.33,2.33
9956705,2.8,2.2,3.4,2.8,2.8,3,1.60
9956706,1,2,3.67,3.33,3.33,3,1.33
9956707,2.25,2.75,3.25,1.75,2.25,4.25,2.50
9956708,2.67,3.67,1.67,3.33,2.33,1.67,2.67
9956709,3,3.67,3,2,3.33,2.67,3.33
9956710,3.86,3.29,3.57,3.29,3,3.29,2.14
9956711,2.17,2.5,3.17,3.5,2.33,3,3.83
9956712,2,2.5,3,3.5,3,4.5,3.00
9956713,3.8,3,2.4,4,4,2.2,2.60
9956714,2.25,2.5,2.5,1.75,1.25,3.5,2.25
9956715,3.4,2.8,1.8,2.2,3.2,3,3.80
9956716,2.67,2,3,3.67,2.67,2.67,2.33
9956717,3.67,3.33,3,1.67,1,4,3.33
9956718,3.5,2.17,3.17,3.83,2.83,2.5,3.00
9956719,2.8,1.8,4.2,3.6,3.6,2.2,2.60
9956720,3.17,2.5,2.17,3,2.67,3.83,3.67
9956721,2.83,2.83,2.83,2.67,2.5,3.17,2.50
9956722,3.33,3.17,2.17,2.83,2.5,4,2.17
9956723,2.75,2.5,3.25,3.5,2.75,3.75,3.50
9956724,3,2.5,3,3.5,2,3.75,3.50
9956725,3,2.6,3.4,3.4,2.6,2.8,3.40
9956726,3.67,3.33,3.17,2.33,3.67,2.67,2.33
9956727,2,3.75,3.75,4,2.75,1.75,1.50
9956728,3,3,2,3,3.33,2,4.00
9956729,3.71,4,2.86,2.29,3.57,3.29,3.71
9956730,3,3.4,3.4,3.2,2.6,3.6,3.40
9956731,3,3,2.33,2,3,2,4.33
9956732,2.2,3.4,3.2,2.4,2.4,1.6,3.60
9956733,2.4,2.4,2.8,2.6,2.8,4.2,3.60
9956734,3,3,2,3.33,1.67,3,3.50
9956735,2.6,3.2,2.8,2.2,2.8,2.8,2.80
9956736,3.75,3,3.25,3,2.75,3,2.50
9956737,3.67,2.33,2.67,2,3,4,2.67
9956738,3,2.33,3.67,3,1.83,3,3.83
9956739,2.4,3.4,2.4,3,3.4,2.8,2.20
9956740,3.67,3.5,3.83,3.17,3.17,3.17,3.67
9956741,4,2.33,2.67,3.67,2.67,3.33,3.67
9956742,2.75,3.25,2.75,4.25,3.75,2.5,3.00
9956743,2.83,2.33,2.5,2.83,2.83,2.5,2.33
9956744,3,4.33,2.67,2.67,3.67,2.67,2.33
9956745,2.67,3.33,2.67,4,3.33,1.67,2.00
9956746,2,2.67,2.67,2,4,1.67,3.33
9956747,2.57,3,2.71,3.86,3.29,2.43,4.00
9956748,3,2.75,2.5,3.75,2.5,1.75,3.25
9956749,3,3,3.5,3.17,2.33,4.5,3.67
9956750,4,3,3.2,4.2,4,3.8,2.40
9956751,3.5,3.5,3,2,3,3.5,3.25
9956752,3,3.5,3,3.5,3.5,2.75,2.00
9956753,3.29,3.29,2.57,2.86,3.43,3.43,3.00
9956754,1.67,3.67,2.67,4.67,3.33,1.33,3.67
9956755,2.33,3,3.33,3,2.33,4,4.67
9956756,2.71,3.71,2.43,2.57,2.57,2.86,3.29
9956757,3.5,1.67,3.5,2.83,3.67,3.67,3.50
9956758,2.83,3.17,3,3.5,2.33,3.17,3.00
9956759,3.5,3.17,1.83,2.67,2.67,2.33,3.33
9956760,3.57,3.14,3.14,2.14,3.43,2.86,2.57
9956761,2,2,3.4,3.2,3.4,3.2,3.40
9956762,2.86,2.86,3.43,2,2.86,2.86,3.00
9956763,2,2.86,2.57,3.29,2.86,3.71,3.00
9956764,2.67,3.33,1,2.67,2,3,3.67
9956765,2.67,2.33,2.5,3.17,2.33,2.33,3.83
9956766,3.5,2,3,2.5,3.75,3.5,2.50
9956767,1.67,3,4.33,4,3.33,3.67,4.33
9956768,2.86,3.29,3.14,3.71,2.43,3.57,2.00
9956769,2.67,2,3.67,4.33,4,4,2.67
9956770,2.75,3.25,3.5,2.5,3.75,4.5,2.00
9956771,2.67,4,3.33,4.33,3.33,3.33,2.67
9956772,3.33,4,3.33,3.33,3.67,1.67,3.67
9956773,2.2,3.6,3,4,1.8,3.6,3.00
9956774,3.86,3,2.86,3.43,2.43,2.71,2.57
9956775,2,3.5,3,2.75,3.75,3.5,2.00
9956776,2.67,4.67,2,4,3.67,2.67,2.33
9956777,2,2.71,3.57,2.57,3,2.71,2.86
9956778,1.67,3.67,3.67,4,4,2.67,3.00
9956779,3.67,4.33,3.33,3,4,3.33,2.33
9956780,3.25,3.75,2.75,2.75,2.75,3,4.00
9956781,2.75,2.75,3,3.25,3.75,2.5,3.00
9956782,2.2,2.8,3.2,4.4,2.8,2.8,3.20
9956783,3,2.57,3.57,2.71,2.14,3.71,3.14
9956784,4,3.33,4,3.33,3.67,2.33,3.00
9956785,3.29,4.14,4,2.71,2.86,2.71,2.86
9956786,2.43,2.86,2.86,3.57,2.86,3,3.00
9956787,3.86,3.57,3.43,3.43,2.43,3.14,2.14
9956788,2.86,3.57,3.29,2.29,3,3.14,3.00
9956789,1.67,4.67,2.67,3.33,3.67,3.33,2.67
9956790,3.5,1.75,2.25,1.75,2.75,2.75,3.25
9956791,3,4.67,2.67,2.67,1.67,4.67,3.67
9956792,3.57,2.57,3.71,3.29,3.86,3.14,2.57
9956793,2.67,3.33,3.17,2.5,3.33,2.33,3.50
9956794,3.33,2,2.33,3.33,3,2,2.33
9956795,2.57,2.29,2.14,2.57,2.29,3.43,3.29
9956796,2.83,4.17,2.83,2.67,2.17,4,3.00
9956797,4.33,2.33,2,2.67,2.67,4,2.33
9956798,3.2,2.4,3,3.4,2.2,3.2,3.00
9956799,3.2,3.8,2.2,4,3,2.8,3.40
9956800,3.4,2.4,3.4,3,3.2,2.6,2.40
9956801,2.43,2.57,3,2.57,2.86,2.71,3.43
9956802,3.67,3.33,3,2.67,3.33,1.67,3.33
9956803,3,3.33,3,2.67,4,2.33,3.33
9956804,4,2.43,2,2.86,2.86,4,3.71
9956805,3.33,3.67,3.5,3,3.67,3.17,2.67
9956806,2.67,3.33,3.33,4,3.67,2.33,3.33
9956807,4.17,2.67,3.67,3.17,2.83,2,2.67
9956808,2.14,2,3.14,1.86,3,3.43,2.71
9956809,4.33,1.67,1.67,2.67,3.33,3,3.33
9956810,3.25,1.75,3,3.25,3.75,2.75,3.50
9956811,2,2.29,2.57,2.86,3,2.71,2.71
9956812,2.4,2.8,2.8,3.4,3.2,2.8,3.00
9956813,2.75,3,2.75,2.25,3,3,3.00
9956814,4.33,4,2.67,2,2.33,1.67,2.67
9956815,3.67,4.33,3,3,2.67,1,3.67
9956816,3.33,1.67,3.67,4.33,3,4.33,3.33
9956817,3.33,4.33,5,4,4.67,1.33,4.00
9956818,4,2.67,3.33,4.67,2.67,4,4.00
9956819,3,2.67,2.83,2.33,2.83,3.17,2.67
9956820,1.57,3.14,2.86,2.43,3.43,3,2.86
9956821,3.2,2.4,2,3,3,3.2,4.00
9956822,3.33,3.33,3,4,2.33,2,3.33
9956823,2.8,4.2,3.6,2.4,2.6,3.4,2.40
9956824,2.8,3.6,2.6,3.6,2.6,3.6,4.00
9956825,3.33,3.33,3.67,2,1.67,2.67,2.67
9956826,3.5,3,2.75,3.75,3.5,3.75,2.00
9956827,3.67,3.17,2.67,2.83,4,2.5,2.50
9956828,1.25,2.75,3.75,3.25,2.25,4.25,4.25
9956829,3,3.25,3.5,2.25,2.75,3.25,3.00
9956830,2.5,3.17,3.5,2.67,2.5,3.17,2.83
9956831,3.14,2.43,3,2.29,3.29,3.14,2.29
9956832,3.5,2.75,4,3.5,3.25,2.25,4.50
9956833,2.33,3.67,2.83,2.17,3,3.17,3.33
9956834,2.5,1.75,2.5,3,3.5,3.25,4.50
9956835,3.33,3.33,3.67,3.33,3.33,3.33,1.67
9956836,3.14,3.57,1.71,2.71,2.29,2.29,3.43
9956837,3.33,2,3.67,2,1.67,2.33,2.33
9956838,3.33,3.17,2.5,2.17,4.17,2.33,2.50
9956839,3,4,2.86,2.43,2.57,4,3.29
9956840,1.75,2.25,2.5,2.75,3.75,2.5,3.75
9956841,3.5,3.75,3.75,2.25,2.5,4,3.75
9956842,2.86,2.14,3.29,2.86,2,4,3.57
9956843,2.4,2.6,3.2,4.2,2.2,3,2.60
9956844,3.75,4,2,4,4,2.75,3.25
9956845,3,2.6,2.2,3.2,2.4,2.8,1.80
9956846,2.67,3,3.5,3.33,3.5,3.5,2.33
9956847,3,3.14,2.71,2.57,2.86,3.71,2.43
9956848,2.4,4,2.4,4,1.8,4.4,2.80
9956849,3.75,3.5,2.25,2.25,1.75,2.75,2.50
9956850,2,3.5,2.25,2.5,2.5,3.25,2.00
9956851,1.5,4,3.5,3.25,2.5,3.75,2.50
9956852,2,3.33,1.67,2,2.67,1.67,3.33
9956853,2.6,3.2,2.8,3.4,2.6,2.2,2.40
9956854,3.33,3.67,2.67,3.33,2.33,3.83,2.50
9956855,2,2.25,3.25,2.75,3,3.25,4.00
9956856,3.8,2.2,3.6,1.8,3.6,3.4,4.00
9956857,3.29,3.29,3.57,3.57,3.43,3.14,3.43
9956858,4,3,3,3,3.5,3.83,2.50
9956859,3.8,3.4,2.6,2.6,3.8,2.4,2.80
9956860,2.8,2.8,2.6,3.4,3.8,3,3.40
9956861,2.2,2.8,3,3.4,2.6,3.6,2.60
9956862,3,2,2.33,2,3,3.67,2.00
9956863,1.2,2.6,4,3.2,2,2.2,2.80
9956864,3.17,3.33,3.67,3.5,3.17,3.33,2.83
9956865,4,3.67,2.83,2.5,3.83,3.17,3.33
9956866,3.4,2,3.8,4.2,2.4,4.4,4.00
9956867,2.67,1.67,3.33,3.33,1.67,2.67,2.00
9956868,1.75,4.5,3,2.5,4,3.25,4.50
9956869,3.5,3.17,2.33,3,3.17,3.67,2.67
9956870,3.57,3.71,2.29,4,2.71,2.86,3.14
9956871,2,2,3,3.83,2.17,2.83,3.33
9956872,3.29,3,2.43,2.71,3,3.57,3.00
9956873,3,3.6,3.6,3,2.4,2.6,2.80
9956874,2.33,3,3.33,3,3.33,3.67,3.67
9956875,2,2.67,3,2.33,3.33,3.33,1.83
9956876,4.2,3,2.6,2,2.2,3.8,2.80
9956877,4.25,3.5,1.75,3.5,4.25,2.75,3.25
9956878,1.71,2.43,2.57,2.71,2.86,2.57,3.86
9956879,4,3.33,3.67,4,4.33,3.33,3.33
9956880,3.29,3,1.71,2.71,2.71,3.43,3.14
9956881,3,2.5,2.5,2.75,3,4,3.00
9956882,3.33,4,4,2.33,3,3.67,3.33
9956883,3,4.14,2.71,3.86,2.86,3.29,2.14
9956884,3,2.17,4,3.17,2.83,2,3.00
9956885,2.75,1.5,3,3,2.75,2.75,2.50
9956886,1.33,4,2.67,2,2.67,2.67,3.33
9956887,3.33,4.33,1.67,2.33,2.67,5,3.67
9956888,2.67,4.33,3.83,3,3.67,2.5,2.67
9956889,4.33,3.67,2,3,4.33,2.33,3.00
9956890,3.5,2.5,4.5,3.75,3.5,2.25,2.75
9956891,3.33,3,3,2.5,2.83,2.67,2.50
9956892,2.67,2.33,3.67,2.33,2.67,3.33,2.67
9956893,3,2,3.29,2.57,3.43,2.71,3.00
9956894,1,3,4.33,2.67,2.67,2.67,1.67
9956895,3.33,1.67,2,3.67,2.67,3.33,1.67
9956896,3.71,2.14,3,2.43,2.14,3.14,3.14
9956897,2.33,3.5,3.83,3.67,2.33,2.5,3.50
9956898,3.17,3.17,1.83,3.5,3.33,2.83,3.33
9956899,2,1.67,2.67,4,4,4.33,1.67
9956900,2.33,2.67,4.67,2.67,2,3.33,3.67
9956901,3,3.25,3,4.75,2.75,3,3.50
9956902,2.29,3.14,2.86,2.43,3.86,2.86,3.57
9956903,3.6,2.8,4.6,3.2,2.4,2.6,3.40
9956904,4.25,1.75,3.5,4,2.75,4.25,2.50
9956905,2.75,2.5,2.75,3.5,3.75,2.5,4.25
9956906,3.33,3.67,3.33,2.83,3.67,4,3.00
9956907,3,4.33,3,4.67,1.67,2,3.67
9956908,1.75,2.75,2.75,2.5,2.75,2.75,2.75
9956909,3,3,3.67,3.67,3.33,1.67,3.00
9956910,2,2.67,2,2.5,3.17,3.67,3.17
9956911,2.57,2.43,3.14,3.29,2.86,2.43,3.43
9956912,2.86,3,3.57,2,2.29,3.43,2.43
9956913,3.4,2.4,2,3.2,2.8,4,4.00
9956914,3.67,3,3.67,3,2.67,1.67,3.00
9956915,3.2,3.4,3,2.2,4.4,2.6,2.40
9956916,1.25,4.25,2.25,2.25,3.5,2.75,1.75
9956917,2.33,3.67,3.33,3,3,2.33,4.00
9956918,2.71,2.43,3.29,3.86,2.14,3.14,3.71
9956919,3.67,3.33,2.67,1.67,4,3.67,2.33
9956920,2.75,3.5,3.75,1.75,1.75,4.5,3.00
9956921,3.14,2,2.57,2.86,3.29,3,3.43
9956922,3.4,3.8,3,3,3.2,3.6,4.20
9956923,2,4,2.67,2.67,2.33,3.67,5.00
9956924,3.2,2,2.4,3.4,4,3,4.20
9956925,4.33,3.33,4,2.67,4,3,3.33
9956926,3,4,4.33,3.67,3,3,3.00
9956927,2.4,3,3.4,4,3.6,3.8,3.80
9956928,2.8,3.2,2.8,2.8,3,1.8,2.60
9956929,2.4,3.4,3.6,3.4,2,2,3.00
9956930,3.6,2.8,2.4,3.8,2.8,3.8,3.00
9956931,3.67,3.17,2.83,3.17,2.5,4,3.00
9956932,4.33,3.5,3.5,4,2.83,4,3.50
9956933,1.8,2.8,3,4.2,3.2,4,2.80
9956934,4,3,1.83,2.5,3.17,2.83,3.50
9956935,2.33,4.33,3.33,3.67,3.33,3,2.33
9956936,1.8,3.2,3,2.8,3.8,2.8,3.40
9956937,2.2,3.2,3.2,1.8,2.8,2.6,2.80
9956938,3.71,3.57,2.57,2.57,2.71,2.29,2.57
9956939,3,1.67,3.33,3,1.67,2,3.67
9956940,3,4,3,3.67,2,2.33,5.00
9956941,3,3.14,3.29,3.86,3.14,3.43,2.86
9956942,2.2,3.2,3.8,3.2,1.8,3.6,2.60
9956943,3.67,2.83,3.33,2.33,3.17,3,3.50
9956944,1.4,3,2.2,3.2,3,3.2,3.80
9956945,3,3.67,3,2.33,2.5,2.83,2.00
9956946,2.33,2.67,2.67,1.33,2.67,2.67,3.33
9956947,2.6,4,2.6,3.8,4,2.8,2.60
9956948,4.14,3,3.71,2.71,2.71,2.14,3.14
9956949,3.33,2.33,2,4,5,4.67,3.00
9956950,3,3,2.33,2.33,3,2.67,2.33
9956951,3.33,2.67,1.33,2.33,1.67,2,3.00
9956952,2.67,3,2.67,3.17,2.5,3.33,4.00
9956953,2.5,3,2,3,3,2.25,3.50
9956954,3,2.5,2.5,3.25,2.5,3,3.50
